"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"69",610,"Acacia SP","08/03/2012 08:12","Medio (4 - 8 mts)",120,"Grande",-68.8192487263,-32.8679860567,4,"Cuarta Este Área Fundacional",1822015.85685,0,"Medio (70 - 150cm)"
"70",636,"Paraiso sombrilla","08/03/2012 11:28","Medio (4 - 8 mts)",84,"Grande",-68.8180401959,-32.868710559,4,"Cuarta Este Área Fundacional",1822015.85685,0,"Medio (70 - 150cm)"
"71",655,"Morera","07/03/2012 15:58","Medio (4 - 8 mts)",70,"Grande",-68.8178581115,-32.8681181956,4,"Cuarta Este Área Fundacional",1822015.85685,0,"Bajo (<= 70cm)"
"72",656,"Ailanthus","07/03/2012 15:56","Medio (4 - 8 mts)",90,"Grande",-68.8178175156,-32.8681284438,4,"Cuarta Este Área Fundacional",1822015.85685,0,"Medio (70 - 150cm)"
"73",658,"Morera","07/03/2012 16:01","Medio (4 - 8 mts)",60,"Mediano",-68.8179050582,-32.8681096059,4,"Cuarta Este Área Fundacional",1822015.85685,0,"Bajo (<= 70cm)"
"74",680,"Morera","31/01/2012 17:18","Bajo (2 - 4 mts)",60,"Mediano",-68.8525667727,-32.9017699591,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"75",696,"Paraiso","09/08/2011 10:07","Alto (> 8 mts)",107,"Grande",-68.8340299649,-32.8649668542,4,"Cuarta Oeste",1173332.70145,1,"Medio (70 - 150cm)"
"76",706,"Morera","16/12/2011 18:40","Muy bajo (1 - 2 mts)",8,"Chico",-68.8812473758,-32.8734314049,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"77",712,"Eucalyptus","17/12/2011 08:56","Bajo (2 - 4 mts)",30,"Mediano",-68.8812389634,-32.8732133221,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"78",713,"Paraiso sombrilla","17/12/2011 09:00","Muy bajo (1 - 2 mts)",5,"Chico",-68.8812711382,-32.8731713932,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"79",732,"Paraiso sombrilla","19/12/2011 08:59","Bajo (2 - 4 mts)",75,"Grande",-68.8812580028,-32.8723585247,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"80",746,"Morera","19/12/2011 08:04","Muy bajo (1 - 2 mts)",18,"Chico",-68.8813429175,-32.8741412319,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"81",750,"Paraiso sombrilla","19/12/2011 09:10","Medio (4 - 8 mts)",130,"Grande",-68.8812650071,-32.8737780988,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"82",753,"Aguaribay","15/12/2011 08:15","Bajo (2 - 4 mts)",18,"Chico",-68.8803368786,-32.8665556314,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"83",758,"Aguaribay","15/12/2011 08:09","Bajo (2 - 4 mts)",20,"Chico",-68.8804225325,-32.8668703581,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"84",778,"Aguaribay","14/12/2011 10:47","Alto (> 8 mts)",170,"Grande",-68.8798260681,-32.867531246,8,"Aeroparque",2203364.73622,1,"Alto (151 - 200cm)"
"85",781,"Morera","14/12/2011 10:37","Bajo (2 - 4 mts)",20,"Chico",-68.879605833,-32.867526496,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"86",790,"Aguaribay","14/12/2011 10:21","Medio (4 - 8 mts)",150,"Grande",-68.8794460856,-32.8666269713,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"87",805,"Liquidambar","13/12/2011 12:57","Bajo (2 - 4 mts)",14,"Chico",-68.8800966019,-32.8656194468,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"88",820,"Aguaribay","16/12/2011 11:35","Medio (4 - 8 mts)",108,"Grande",-68.8824180207,-32.8670305341,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"89",823,"Aguaribay","16/12/2011 11:32","Muy bajo (1 - 2 mts)",15,"Chico",-68.8822666723,-32.8670594868,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"90",827,"Aguaribay","15/12/2011 08:17","Bajo (2 - 4 mts)",30,"Mediano",-68.8820606747,-32.8670988934,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"91",842,"Aguaribay","16/12/2011 11:37","Bajo (2 - 4 mts)",22,"Mediano",-68.8807053614,-32.8673226427,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"92",844,"Aguaribay","16/12/2011 12:12","Medio (4 - 8 mts)",98,"Grande",-68.8806808924,-32.8672342965,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"93",870,"Aguaribay","14/12/2011 11:33","Medio (4 - 8 mts)",130,"Grande",-68.8803349588,-32.8659381404,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"94",877,"Morera","17/01/2012 19:37","Muy bajo (1 - 2 mts)",8,"Chico",-68.848816248,-32.8742788744,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"95",894,"Paraiso","17/01/2012 08:30","Medio (4 - 8 mts)",95,"Grande",-68.8472827725,-32.8734407581,6,"Residencial Norte",2694682.37982,1,"Medio (70 - 150cm)"
"96",909,"Morera","24/02/2012 08:50","Bajo (2 - 4 mts)",15,"Chico",-68.8521272959,-32.8723632519,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"97",926,"Fresno europeo","15/01/2012 19:35","Muy bajo (1 - 2 mts)",2,"Chico",-68.8533221847,-32.8717768911,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"98",951,"Morera","10/01/2012 12:42","Medio (4 - 8 mts)",80,"Grande",-68.8476529814,-32.872814277,6,"Residencial Norte",2694682.37982,0,"Medio (70 - 150cm)"
"99",952,"Morera","10/01/2012 12:36","Bajo (2 - 4 mts)",50,"Mediano",-68.8477856809,-32.8727857024,6,"Residencial Norte",2694682.37982,0,"Bajo (<= 70cm)"
"100",984,"Morera","16/01/2012 09:31","Bajo (2 - 4 mts)",18,"Chico",-68.8351320438,-32.8687004799,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"101",986,"Fresno europeo","16/01/2012 09:28","Muy bajo (1 - 2 mts)",5,"Chico",-68.8350896828,-32.8685309984,4,"Cuarta Oeste",1173332.70145,0,"Bajo (<= 70cm)"
"102",996,"Morera","19/04/2011 10:21","Alto (> 8 mts)",120,"Grande",-68.8391476228,-32.8796447124,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"103",1006,"Aguaribay","14/12/2011 11:22","Bajo (2 - 4 mts)",36,"Mediano",-68.8802257504,-32.8653705122,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"104",1015,"Aguaribay","14/12/2011 11:14","Medio (4 - 8 mts)",110,"Grande",-68.8808570388,-32.8652449128,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"105",1024,"Aguaribay","14/12/2011 11:06","Medio (4 - 8 mts)",40,"Mediano",-68.8815285073,-32.8651158587,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"106",1089,"Perenne","13/12/2011 18:46","Muy bajo (1 - 2 mts)",100,"Grande",-68.8809361263,-32.8675732768,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"107",1098,"Liquidambar","13/12/2011 18:04","Bajo (2 - 4 mts)",34,"Mediano",-68.8801244862,-32.8676046589,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"108",1125,"Morera","01/12/2011 08:19","Alto (> 8 mts)",138,"Grande",-68.8757942053,-32.8666739002,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"109",1127,"Morera","01/12/2011 08:14","Alto (> 8 mts)",100,"Grande",-68.8758331116,-32.8668205265,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"110",1176,"Morera","29/11/2011 10:10","Medio (4 - 8 mts)",30,"Mediano",-68.876151164,-32.8649846813,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"111",1184,"Prunas","29/11/2011 09:57","Bajo (2 - 4 mts)",6,"Chico",-68.8761950014,-32.8651494231,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"112",1190,"Morera","29/11/2011 09:47","Bajo (2 - 4 mts)",18,"Chico",-68.8762795725,-32.8654660659,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"113",1198,"Fresno europeo","30/11/2011 11:58","Bajo (2 - 4 mts)",18,"Chico",-68.8755182868,-32.8656277638,8,"Aeroparque",2203364.73622,1,"Bajo (<= 70cm)"
"114",1207,"Fresno americano","29/11/2011 12:25","Bajo (2 - 4 mts)",37,"Mediano",-68.8772964336,-32.8657206891,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"115",1208,"Tilo","29/11/2011 12:24","Medio (4 - 8 mts)",40,"Mediano",-68.8772412006,-32.8657897724,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"116",1216,"Morera","29/11/2011 12:23","Bajo (2 - 4 mts)",40,"Mediano",-68.8765550163,-32.8647339997,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"117",1219,"Paraiso sombrilla","29/11/2011 12:12","Medio (4 - 8 mts)",100,"Grande",-68.8769784443,-32.8646704108,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"118",1223,"Morera","29/11/2011 10:57","Medio (4 - 8 mts)",82,"Grande",-68.8769675097,-32.8658375333,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"119",1229,"Jacarand","29/11/2011 09:22","Medio (4 - 8 mts)",90,"Grande",-68.8765428691,-32.8659178681,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"120",1235,"Jacarand","29/11/2011 13:26","Alto (> 8 mts)",95,"Grande",-68.8764041915,-32.8654992128,8,"Aeroparque",2203364.73622,1,"Medio (70 - 150cm)"
"121",1270,"Palo borracho","05/12/2011 11:24","Bajo (2 - 4 mts)",90,"Grande",-68.8788154966,-32.8685753738,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"122",1278,"Paraiso","02/12/2011 09:02","Bajo (2 - 4 mts)",76,"Grande",-68.8780616456,-32.868186805,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"123",1289,"Paraiso sombrilla","30/11/2011 18:21","Bajo (2 - 4 mts)",26,"Mediano",-68.8776153998,-32.8700655812,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"124",1299,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773976504,-32.8691981177,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"125",1304,"Paraiso sombrilla","30/11/2011 12:21","Muy bajo (1 - 2 mts)",13,"Chico",-68.8783654728,-32.8662528831,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"126",1311,"Morera","01/12/2011 12:26","Bajo (2 - 4 mts)",18,"Chico",-68.878534239,-32.866862522,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"127",1318,"Aguaribay","30/11/2011 11:12","Bajo (2 - 4 mts)",66,"Grande",-68.8777721766,-32.8644955827,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"128",1319,"Aguaribay","30/11/2011 11:10","Bajo (2 - 4 mts)",60,"Mediano",-68.8778407408,-32.8644813515,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"129",1323,"Paraiso sombrilla","29/11/2011 12:46","Medio (4 - 8 mts)",90,"Grande",-68.8779399523,-32.8646406021,8,"Aeroparque",2203364.73622,0,"Medio (70 - 150cm)"
"130",1332,"Liquidambar","29/11/2011 12:06","Bajo (2 - 4 mts)",18,"Chico",-68.8781515089,-32.8654133154,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"131",1340,"Morera","29/11/2011 12:53","Medio (4 - 8 mts)",60,"Mediano",-68.877378555,-32.8656490983,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"132",1341,"Fresno americano","29/11/2011 12:55","Bajo (2 - 4 mts)",20,"Chico",-68.8773663796,-32.865603668,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"133",1345,"Fresno americano","29/11/2011 13:00","Muy bajo (1 - 2 mts)",20,"Chico",-68.8773281987,-32.8654611302,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"134",1350,"Fresno americano","29/11/2011 13:06","Bajo (2 - 4 mts)",30,"Mediano",-68.8772632269,-32.8652185473,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"135",1359,"Fresno europeo","30/11/2011 10:58","Bajo (2 - 4 mts)",36,"Mediano",-68.8771755315,-32.8648911836,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"136",1362,"Morera","30/11/2011 11:02","Bajo (2 - 4 mts)",36,"Mediano",-68.8771512908,-32.8648006305,8,"Aeroparque",2203364.73622,0,"Bajo (<= 70cm)"
"137",1372,"Paraiso sombrilla","29/11/2011 18:05","Bajo (2 - 4 mts)",160,"Grande",-68.8780810818,-32.8647106725,8,"Aeroparque",2203364.73622,0,"Alto (151 - 200cm)"
"138",1381,"Acer","23/11/2011 11:18","Medio (4 - 8 mts)",50,"Mediano",-68.8707139307,-32.8786733371,7,"Residencial Parque",1786336.08966,0,"Bajo (<= 70cm)"
"139",1413,"Paraiso","23/11/2011 08:32","Alto (> 8 mts)",155,"Grande",-68.8714825956,-32.8792513746,7,"Residencial Parque",1786336.08966,0,"Alto (151 - 200cm)"
"140",1415,"Morera","23/11/2011 08:24","Muy bajo (1 - 2 mts)",8,"Chico",-68.8714483546,-32.8791498367,7,"Residencial Parque",1786336.08966,0,"Bajo (<= 70cm)"
"141",1418,"Morera","23/11/2011 08:19","Bajo (2 - 4 mts)",30,"Mediano",-68.8713661269,-32.8789072245,7,"Residencial Parque",1786336.08966,0,"Bajo (<= 70cm)"
